2061584302094|3079
2061584302103|2845
1786706395169|7587
412316860468|5076
962072674366|1408
1374389535138|540
687194767795|583
137438953913|5258
137438953922|6745
1374389535194|540
137438953952|1502
687194767857|11687
687194767867|5948
962072674845|1006
565|9271
1099511628389|3006
549755814520|4845
549755814522|2094
549755814526|8535
549755814533|9271
1511828488858|5141
1511828488868|974
1511828488877|3030
549755814584|6407
549755814599|4845
549755814608|4845
549755814626|5064
549755814628|11595
549755814636|9064
549755814653|7396
274877907761|12869
412316861279|243
1511828489084|5076
412316861342|9099
1099511628729|9236
549755814876|2901
137438954499|6501
687194768409|3040
412316861474|11757
412316861492|593
412316861508|5108
274877908052|9276
274877908066|8228
274877908078|8214
274877908526|9244
824633722457|11666
1786706396777|7003
412316862078|9183
1511828489863|14777
412316862101|9362
412316862119|1206
962072676019|2860
1511828489913|10214
1511828489919|12033
1786706396871|9521
1786706396882|6375
274877909019|5156
687194769453|11411
1649267443784|1
412316862576|11698
1099511629963|11473
1786706397338|1
1374389536955|1171
1236950583488|11848
2257|3097
137438955748|11963
824633723121|12119
137438955806|1615
1924145350948|9310
2061584304485|1505
2061584304492|12097
1924145351037|3066
412316862870|7001
274877909415|416
412316862911|2019
274877909468|1533
274877909472|13312
274877909477|1670
1236950583795|581
1236950583808|1029
274877909507|6938
1649267444241|6412
1236950583848|7763
1236950583854|1533
1236950583856|7517
1236950583864|5947
1924145351239|2009
1924145351242|2009
1924145351247|11712
549755816537|1863
1924145351284|6424
1511828490890|1195
1099511630499|2816
1374389537466|10035
274877909711|6965
1374389537503|7201
1374389537509|2807
1236950584052|2985
1236950584055|8554
1236950584057|11223
1236950584063|5112
1236950584065|12340
687194770203|7519
687194770207|5911
687194770211|5156
1786706397991|12757
1786706398005|1996
962072677194|5709
962072677201|11747
962072677214|3025
962072677221|9213
687194770307|292
687194770310|14204
1374389537681|11089
1374389537695|3011
137438956457|1
1649267444656|9197
1649267444664|9188
274877909964|1171
687194770406|2987
549755816949|10986
549755816958|13731
1511828491277|9318
1511828491285|2839
1511828491304|2882
1511828491308|2023
549755817016|9281
549755817031|12233
1511828491341|5113
1511828491353|11300
1511828491364|11542
549755817071|7019
1511828491387|2104
1511828491391|7922
549755817106|10035
549755817122|8922
549755817131|12429
1511828491447|3065
1511828491458|6951
1511828491466|6973
549755817176|2792
549755817181|11743
1511828491499|2112
1511828491505|6155
549755817210|7556
549755817213|12031
549755817219|2834
1511828491530|8757
1511828491536|577
1511828491537|14058
549755817248|5293
549755817255|4995
549755817268|5418
549755817294|2913
549755817316|1671
549755817325|7553
687194771133|11673
962072678103|5849
962072678113|5478
1374389539188|5793
1374389539206|277
1511828492689|2976
1924145353127|5156
549755818414|11333
1099511632314|2780
1924145353171|5296
549755818462|5145
1374389539300|277
824633725421|1027
824633725428|11809
549755818516|7066
1236950585890|2964
824633725488|2021
1511828492863|7066
1511828492868|6763
412316865114|290
412316865122|6403
1511828492921|2919
412316865160|2075
412316865168|9905
2061584306858|776
2061584306863|290
1374389539515|8402
274877911754|7414
1099511632599|1998
1099511632606|809
962072679144|9227
962072679168|277
1649267446541|12083
1786706400029|7876
1374389539629|11688
1511828493114|787
962072679239|787
1374389539669|11809
1374389539677|10849
1924145353582|9209
1649267446654|1617
1649267446658|6401
1099511632797|778
1099511632806|287
687194772404|5153
687194772412|1186
687194772417|9034
1511828493258|2828
1786706400209|277
1924145353692|277
962072679406|6144
962072679408|6733
824633725942|3019
824633725955|6318
2061584307226|5238
2061584307232|7864
2061584307238|10967
1236950586418|6964
1236950586421|8456
1374389539902|13121
1374389539924|4
1374389539927|780
1786706400358|9256
1786706400363|9161
1649267446942|14108
2061584307399|1749
2061584307420|6987
1374389540108|2887
2061584307516|13881
549755819374|5158
549755819391|140
2061584307644|11738
1786706400736|13799
549755819530|1153
2061584307785|321
1786706400877|9662
549755819670|9170
1924145354397|14847
1786706400940|8638
1511828494042|3028
1649267447538|7354
824633726749|5126
824633726783|2935
824633726814|5310
1649267447653|9351
1649267447663|9351
1511828494203|11
1786706401167|2999
1786706401174|9039
1924145354675|5953
1924145354682|284
1786706401220|2028
1511828494300|1860
1511828494301|15897
1511828494306|9945
1511828494311|2859
1511828494314|1860
1511828494316|9580
1649267447797|7555
962072680444|2796
962072680454|5091
1786706401319|2832
1924145354804|6073
1786706401348|1986
1924145354842|1541
1924145354851|9192
1649267447919|7509
549755820178|11375
1374389541309|11307
1374389541312|1944
1374389541315|14773
1374389541318|9343
1374389541322|12661
1374389541334|14014
549755820516|2800
549755820518|7575
824633727733|1417
1236950588202|9164
1511828495190|1196
1511828495244|6942
1924145355701|7558
962072681440|11280
1786706402304|11251
824633728023|7505
2061584309331|6466
2061584309405|14130
1099511635126|11540
687194774752|11741
1649267449125|13933
1511828495672|1417
824633728337|9257
1374389542265|7309
1786706402724|5425
549755821531|5343
1511828495861|9065
549755821583|7405
1374389542431|6373
1374389542472|7098
1374389542533|5057
1786706402980|1417
1374389542625|5062
1374389542634|7385
1374389542638|12098
962072682785|1940
962072682814|1177
962072682818|2941
824633729360|568
1374389543257|5187
687194775915|572
687194775928|5126
1099511636380|138
1236950589869|13195
687194776009|11410
824633729504|6964
1374389543411|11571
1924145357320|2900
687194776105|2955
687194776111|6443
1374389543489|2894
1374389543495|1204
687194776139|11540
549755822689|4845
687194776182|1993
687194776188|11193
687194776198|2903
687194776203|6966
1374389543595|1404
962072683187|8771
687194776259|1023
687194776261|2942
687194776276|777
962072683242|2799
962072683244|7555
549755822833|4845
549755822839|2119
687194776324|2971
1374389543691|15736
687194776357|10057
687194776367|10191
687194776386|1026
687194776394|5141
549755822933|4845
549755822965|3065
962072683403|9043
1374389543836|2085
2061584311265|12582
1786706404362|1997
1924145357871|11358
2061584311494|1997
2061584311508|1995
2061584311552|10062
1924145358096|1997
1374389544238|14564
1374389544250|14110
1786706404705|8788
2061584311777|5121
2061584311971|11172
2061584311985|1997
1511828498271|1997
1786706405308|1997
2061584312347|14327
2061584312486|1997
1786706405687|8378
2061584312714|1997
1786706405866|11578
1374389545482|6378
1374389545490|1032
1374389545499|10223
1374389545505|11532
1374389545513|14791
1374389545522|9271
1374389545535|2072
2061584313248|7771
2061584313269|1929
1374389545925|15749
1374389545931|2887
1374389545964|6911
1374389545972|13207
1374389545984|9310
1099511639063|4847
1099511639064|10035
1099511639068|10541
1099511639071|3033
1099511639076|570
1099511639079|3019
1099511639080|11475
1236950592593|2975
1511828499583|2075
1374389546422|9175
1786706406875|7787
2061584313851|1929
2061584313862|5480
2061584313873|10177
2061584313898|1929
2061584313907|570
2061584313918|6505
824633732937|1997
824633732945|2073
1099511639898|7534
1099511639910|5056
1374389547170|2094
1374389547187|9186
1374389547200|9076
1924145361306|12105
1786706407884|6944
1786706407903|11413
1786706407909|9228
1374389547513|3019
1924145361728|3065
1924145361742|1452
1924145361750|6419
1374389547876|12434
1374389547884|9273
1374389547886|10250
1374389547896|5563
1374389547900|2119
1374389547905|5192
824633734246|6425
824633734262|9156
824633734278|2893
2061584315827|2008
1236950595017|13074
2061584315903|8350
1099511641618|2954
824633734937|275
1374389548861|1176
1649267455852|275
962072688519|9455
962072688570|5140
2061584316379|275
962072688629|6322
1649267456036|6215
1236950595691|275
1374389549194|10866
962072688815|14470
1924145363173|798
1649267456265|7357
1236950595874|12125
824633735490|1988
1099511642487|8828
962072689051|12349
962072689101|3056
1374389549553|776
824633735707|1985
824633735723|3062
1374389549619|10561
1374389549627|8670
1374389549642|13517
824633735759|1453
1374389549652|12872
1374389549663|5626
824633735785|798
824633735795|2889
824633735801|1027
824633735805|7511
824633735813|5849
824633735838|10420
824633735857|9305
1374389549760|13285
824633735901|1029
1374389549801|7549
1374389549804|7549
1374389549808|9323
824633735930|596
1374389549822|6734
824633735952|1667
824633735969|6930
1374389549868|1375
824633735992|8019
824633735998|6370
824633736006|5093
824633736012|6405
824633736021|6405
824633736037|2921
824633736053|5094
824633736074|7513
824633736093|2049
824633736099|2049
1374389550000|2979
1374389550022|5122
1649267457020|6312
1786706410528|141
2061584317587|5141
1924145364237|2871
1924145364269|15572
1786706410855|14942
1649267457545|6684
1786706411229|7553
2061584318332|1190
1924145364897|12076
1511828504704|2942
1236950598078|2795
1236950598093|1188
2061584318970|11622
2061584319017|12115
1924145365564|6
1374389551765|9026
1374389551776|6
2061584319148|5118
2061584319163|6
2061584319196|7004
1924145365754|6
2061584319263|7511
1236950598470|9033
1374389551964|7862
1786706412405|9246
1786706412420|12423
1099511645081|6414
1099511645139|5759
1374389552134|11634
1511828505624|59
1374389552227|2797
1374389552233|11247
1649267459206|11536
1649267459216|5067
1374389552284|581
1649267459245|12931
1649267459265|127
1374389552334|11529
1511828506025|3066
1099511645695|12162
1786706413095|6
1236950599220|14770
1924145366611|8223
1924145366618|14861
1924145366824|7943
1099511646023|1164
962072692565|12053
2061584320351|1196
2061584320359|2921
1786706413432|6
2061584320384|15611
2061584320390|10732
1236950599584|5089
1786706413485|11254
1924145366986|2070
1099511646161|2823
1924145367003|7560
1924145367009|3073
1236950599660|2944
1236950599685|9093
1649267460131|6
1236950599749|596
1236950599757|3074
1374389553245|13154
2061584320616|2020
2061584320628|11417
1786706413693|9709
1649267460236|1909
1649267460241|6419
1099511646391|2814
1099511646394|146
1099511646396|8357
1924145367239|9061
1924145367252|9050
1924145367257|3059
1924145367270|9074
1924145367284|7019
1924145367298|2068
1924145367301|1526
1924145367305|10158
1924145367308|10158
1924145367314|6828
1924145367316|10749
1924145367335|9165
1924145367354|458
1924145367363|9346
1924145367382|283
1924145367394|1994
1924145367414|5118
1924145367425|2039
1924145367446|1526
1924145367450|11715
1924145367470|2954
1924145367494|577
1924145367495|11482
1924145367507|7912
1924145367522|9274
1924145367537|5133
1924145367541|2831
1924145367549|1526
1924145367561|8779
1924145367576|8555
1924145367590|10115
1924145367613|1526
1924145367626|7380
1924145367653|1033
1924145367659|9170
1924145367675|6607
1924145367681|2903
1924145367689|3059
1924145367699|2052
1924145367711|12427
1924145367720|11718
1924145367728|2869
1924145367732|5336
1924145367753|11541
1924145367761|2788
1374389554047|9876
1374389554059|13911
1374389554068|7291
1374389554073|1753
1374389554092|2808
1374389554103|9339
1374389554114|9277
1374389554125|11103
1924145368038|2919
1924145368055|8530
1374389554182|5662
1374389554187|9840
1924145368086|5086
1924145368095|10835
1924145368105|6416
1924145368131|9176
1924145368288|2050
2061584321831|2036
2061584322055|7356
2061584322096|2971
2061584322438|9868
2061584322646|8413
2061584322665|8962
1924145369285|7581
2061584322822|5000
1924145369557|6211
2061584323198|1167
1649267463100|6643
1649267463115|9236
1649267463122|278
1649267463174|1862
2061584323621|14359
1099511649372|9155
1099511649390|449
1099511649394|9148
1099511649404|1022
1099511649409|6309
1099511649413|6970
1099511649420|11527
1099511649430|11542
1099511649441|14215
1099511649472|2891
1099511649477|9300
1099511649492|8401
1099511649497|7798
1099511649505|2793
1099511649516|7604
1099511649541|578
1099511649554|6991
1099511649570|9074
1099511649579|2979
1099511649583|443
1099511649591|9078
1099511649594|12477
1099511649607|2074
1099511649622|443
1099511649639|443
1099511649647|6585
1099511649654|7039
1099511649657|8142
1099511649676|3009
1099511649679|2078
1099511649684|8976
1099511649689|7568
1099511649692|11521
1099511649699|7505
1099511649714|14697
1236950603211|543
1511828510186|9061
1511828510225|6961
2061584324160|9474
1649267463775|6665
1786706417264|2959
1786706417268|10736
1649267463806|2074
1099511649925|10130
1786706417308|1181
1786706417324|12569
1099511649974|5151
1099511649980|6966
1099511649982|11250
1099511650012|2814
1099511650015|12129
1786706417389|11912
1786706417403|14614
1786706417419|2790
1786706417426|12150
1099511650088|2805
1099511650099|8408
1786706417470|11911
1786706417485|12832
1099511650136|2423
1099511650141|9190
1786706417515|9474
1649267464064|1450
1374389557137|12989
1374389557160|2876
1374389557169|14913
1374389557176|4844
1649267464327|60
1649267464357|7396
1511828511203|6772
1924145371673|2017
1374389557824|2069
1786706418323|1644
1786706418350|6968
1511828511438|9078
1374389558000|2017
1374389558011|6368
1374389558033|2837
1374389558039|2837
1374389558056|60
1374389558061|11456
1374389558080|1410
1374389558090|6980
1374389558121|9202
1374389558131|9329
1374389558148|12025
1374389558169|2856
1374389558189|9299
1374389558194|1963
1374389558201|5730
1374389558206|2931
1374389558218|2931
1374389558230|4875
1374389558238|5114
1374389558241|11642
